Time,Team,Cap,Cap Number,Player Name,Action,Action Detail,Score,teams_in_game
--:--,Pepperdine (M),22,Curtis Jarvis,Assist,,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),21,Sandor Gal,Assist,,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),4,Nico Tierney,Assist,,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),4,Nico Tierney,Assist,,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),4,Nico Tierney,Assist,,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),3,Ryan Brosnan,Assist,,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),3,Ryan Brosnan,Assist,,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),10,Chase Wilson,Assist,,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),10,Chase Wilson,Assist,,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),10,Chase Wilson,Missed Shot,,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),10,Chase Wilson,Missed Shot,,,,Pepperdine (M) UC San Diego (M)
--:--,UC San Diego (M),4,Ante Buzov,Goal - 6 on 5,5-4,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),4,Nico Tierney,Goal,5-5,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),4,Nico Tierney,Goal - 6 on 5,5-6,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),22,Curtis Jarvis,Goal - Penalty,5-7,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),6,Kaden Kaneko,Goal - 6 on 5,5-8,,,Pepperdine (M) UC San Diego (M)
--:--,UC San Diego (M),11,Felipe Ferreira,Goal,6-8,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),8,Matty Walsh,Goal,6-9,,,Pepperdine (M) UC San Diego (M)
--:--,UC San Diego (M),18,Landon Akerstrom,Goal - 6 on 5,7-9,,,Pepperdine (M) UC San Diego (M)
--:--,UC San Diego (M),10,Matthew Wastila,Penalty,,,,Pepperdine (M) UC San Diego (M)
--:--,UC San Diego (M),18,Landon Akerstrom,Exclusion,,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),23,Adam Csapo,Exclusion,,,,Pepperdine (M) UC San Diego (M)
--:--,UC San Diego (M),13,Brendon Fezzey,Exclusion,,,,Pepperdine (M) UC San Diego (M)
--:--,UC San Diego (M),4,Ante Buzov,Exclusion,,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),3,Ryan Brosnan,Exclusion,,,,Pepperdine (M) UC San Diego (M)
--:--,UC San Diego (M),15,Rhys Bugelli,Goal,8-9,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),23,Adam Csapo,Goal,8-10,,,Pepperdine (M) UC San Diego (M)
--:--,UC San Diego (M),11,Felipe Ferreira,Goal,9-10,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),21,Sandor Gal,Goal,9-11,,,Pepperdine (M) UC San Diego (M)
--:--,UC San Diego (M),24,Kaden Likins,Goal - 6 on 5,10-11,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),6,Kaden Kaneko,Goal,10-12,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),10,Chase Wilson,Exclusion,,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),23,Adam Csapo,Exclusion,,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),21,Sandor Gal,Goal,10-13,,,Pepperdine (M) UC San Diego (M)
--:--,UC San Diego (M),15,Rhys Bugelli,Goal - 6 on 5,11-13,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),16,Jonathan Carcarey,Goal,11-14,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),16,Jonathan Carcarey,Goal - 6 on 5,11-15,,,Pepperdine (M) UC San Diego (M)
--:--,UC San Diego (M),18,Landon Akerstrom,Goal - 6 on 5,12-15,,,Pepperdine (M) UC San Diego (M)
--:--,UC San Diego (M),4,Ante Buzov,Yellow Card,,,,Pepperdine (M) UC San Diego (M)
--:--,UC San Diego (M),25,Mason Presley,Exclusion,,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),12,Milo Joseph,Exclusion,,,,Pepperdine (M) UC San Diego (M)
--:--,UC San Diego (M),4,Ante Buzov,Exclusion,,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),3,Ryan Brosnan,Exclusion,,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),12,Milo Joseph,Exclusion,,,,Pepperdine (M) UC San Diego (M)
--:--,Pepperdine (M),5,Anthony D'Ambra,Exclusion,,,,Pepperdine (M) UC San Diego (M)
--:--,USC (M),,,Sprint (winner),,,,USC (M) UCLA (M)
--:--,USC (M),9.0,Joshua Waldoch,Missed Shot,,,,USC (M) UCLA (M)
--:--,UCLA (M),25.0,Giorgio Alessandria,Block,,,,USC (M) UCLA (M)
--:--,UCLA (M),10.0,Jack Larsen,Missed Shot,,,,USC (M) UCLA (M)
--:--,USC (M),7.0,Tom McGuire,Steal,,,,USC (M) UCLA (M)
6:21,USC (M),24.0,Massimo Di Martire,Goal - Natural,1-0,,,USC (M) UCLA (M)
--:--,USC (M),7.0,Tom McGuire,Assist,,,,USC (M) UCLA (M)
--:--,USC (M),5.0,Luka Brnetic,Steal,,,,USC (M) UCLA (M)
--:--,USC (M),9.0,Joshua Waldoch,Missed Shot,,,,USC (M) UCLA (M)
--:--,UCLA (M),1.0,Garret Griggs,Block,,,,USC (M) UCLA (M)
--:--,UCLA (M),20.0,Hayden Nightingale,Missed Shot,,,,USC (M) UCLA (M)
--:--,USC (M),1.0,Bernardo Herzer,Block,,,,USC (M) UCLA (M)
5:08,UCLA (M),25.0,Giorgio Alessandria,Exclusion,,,,USC (M) UCLA (M)
5:08,USC (M),12.0,Max Miller,Earned Exclusion,,,,USC (M) UCLA (M)
5:00,USC (M),12.0,Max Miller,Earned Penalty,,,,USC (M) UCLA (M)
5:00,UCLA (M),20.0,Hayden Nightingale,Penalty,,,,USC (M) UCLA (M)
--:--,USC (M),24.0,Massimo Di Martire,Missed Shot,,,,USC (M) UCLA (M)
--:--,UCLA (M),1.0,Garret Griggs,Block,,,,USC (M) UCLA (M)
4:04,USC (M),12.0,Max Miller,Goal - Natural,2-0,,,USC (M) UCLA (M)
--:--,USC (M),5.0,Luka Brnetic,Assist,,,,USC (M) UCLA (M)
3:54,USC (M),8.0,Reed Stemler,Exclusion,,,,USC (M) UCLA (M)
3:54,UCLA (M),3.0,Eli Liechty,Earned Exclusion,,,,USC (M) UCLA (M)
--:--,UCLA (M),2.0,Frederico Jucá Carsalade,Missed Shot,,,,USC (M) UCLA (M)
3:32,UCLA (M),7.0,Rafael Real Vergara,Goal,2-1,,,USC (M) UCLA (M)
--:--,USC (M),3.0,Evan Ausmus,Missed Shot,,,,USC (M) UCLA (M)
2:42,UCLA (M),12.0,Wade Sherlock,Goal - Natural,2-2,,,USC (M) UCLA (M)
--:--,UCLA (M),7.0,Rafael Real Vergara,Assist,,,,USC (M) UCLA (M)
--:--,USC (M),6.0,Carson Kranz,Missed Shot,,,,USC (M) UCLA (M)
1:53,UCLA (M),3.0,Eli Liechty,Earned Penalty,,,,USC (M) UCLA (M)
1:53,USC (M),3.0,Evan Ausmus,Penalty,,,,USC (M) UCLA (M)
1:52,UCLA (M),7.0,Rafael Real Vergara,Goal,2-3,,,USC (M) UCLA (M)
--:--,UCLA (M),9.0,Gray Carson,Steal,,,,USC (M) UCLA (M)
--:--,USC (M),24.0,Massimo Di Martire,Steal,,,,USC (M) UCLA (M)
0:44,UCLA (M),9.0,Gray Carson,Exclusion,,,,USC (M) UCLA (M)
0:44,USC (M),12.0,Max Miller,Earned Exclusion,,,,USC (M) UCLA (M)
--:--,USC (M),12.0,Max Miller,Missed Shot,,,,USC (M) UCLA (M)
--:--,USC (M),24.0,Massimo Di Martire,Steal,,,,USC (M) UCLA (M)
--:--,USC (M),24.0,Massimo Di Martire,Missed Shot,,,,USC (M) UCLA (M)
--:--,UCLA (M),1.0,Garret Griggs,Block,,,,USC (M) UCLA (M)
--:--,USC (M),,,Sprint (winner),,,,USC (M) UCLA (M)
7:31,USC (M),7,Tom McGuire,Goal - Natural,3-3,,,USC (M) UCLA (M)
--:--,USC (M),24,Massimo Di Martire,Assist,,,,USC (M) UCLA (M)
7:05,UCLA (M),6,Ben Larsen,Goal - Natural,3-4,,,USC (M) UCLA (M)
--:--,USC (M),5,Luka Brnetic,Missed Shot,,,,USC (M) UCLA (M)
--:--,UCLA (M),4,Marcell Szécsi,Block,,,,USC (M) UCLA (M)
--:--,UCLA (M),7,Rafael Real Vergara,Steal,,,,USC (M) UCLA (M)
5:53,USC (M),9,Joshua Waldoch,Exclusion,,,,USC (M) UCLA (M)
5:53,UCLA (M),10,Jack Larsen,Earned Exclusion,,,,USC (M) UCLA (M)
--:--,UCLA (M),7,Rafael Real Vergara,Missed Shot,,,,USC (M) UCLA (M)
--:--,USC (M),5,Luka Brnetic,Block,,,,USC (M) UCLA (M)
--:--,USC (M),24,Massimo Di Martire,Missed Shot,,,,USC (M) UCLA (M)
5:10,USC (M),24,Massimo Di Martire,Exclusion,,,,USC (M) UCLA (M)
5:10,UCLA (M),2,Frederico Jucá Carsalade,Earned Exclusion,,,,USC (M) UCLA (M)
4:56,USC (M),12,Max Miller,Exclusion,,,,USC (M) UCLA (M)
4:56,UCLA (M),6,Ben Larsen,Earned Exclusion,,,,USC (M) UCLA (M)
4:45,UCLA (M),7,Rafael Real Vergara,Goal - 6 on 5,3-5,,,USC (M) UCLA (M)
4:34,UCLA (M),6,Ben Larsen,Exclusion,,,,USC (M) UCLA (M)
4:34,USC (M),19,Tony Nardelli,Earned Exclusion,,,,USC (M) UCLA (M)
--:--,USC (M),28,Zach Bettino,Missed Shot,,,,USC (M) UCLA (M)
--:--,UCLA (M),10,Jack Larsen,Block,,,,USC (M) UCLA (M)
3:53,UCLA (M),3,Eli Liechty,Earned Penalty,,,,USC (M) UCLA (M)
3:53,USC (M),6,Carson Kranz,Penalty,,,,USC (M) UCLA (M)
3:53,USC (M),HC,Marko Pintaric,Yellow Card,,,,USC (M) UCLA (M)
3:52,UCLA (M),7,Rafael Real Vergara,Goal,3-6,,,USC (M) UCLA (M)
3:33,UCLA (M),20,Hayden Nightingale,Exclusion,,,,USC (M) UCLA (M)
3:33,USC (M),12,Max Miller,Earned Exclusion,,,,USC (M) UCLA (M)
--:--,USC (M),15,Jack Vort,Missed Shot,,,,USC (M) UCLA (M)
--:--,UCLA (M),11,Noah Rowe,Block,,,,USC (M) UCLA (M)
2:49,UCLA (M),10,Jack Larsen,Goal - Natural,3-7,,,USC (M) UCLA (M)
2:43,UCLA (M),HC,Adam Wright,Yellow Card,,,,USC (M) UCLA (M)
--:--,USC (M),24,Massimo Di Martire,Missed Shot,,,,USC (M) UCLA (M)
--:--,UCLA (M),2,Frederico Jucá Carsalade,Missed Shot,,,,USC (M) UCLA (M)
2:10,UCLA (M),2,Frederico Jucá Carsalade,Exclusion,,,,USC (M) UCLA (M)
2:10,USC (M),6,Carson Kranz,Earned Exclusion,,,,USC (M) UCLA (M)
2:09,USC (M),,,Time Out - Full,,,,USC (M) UCLA (M)
--:--,USC (M),6,Carson Kranz,Missed Shot,,,,USC (M) UCLA (M)
--:--,UCLA (M),1,Garret Griggs,Block,,,,USC (M) UCLA (M)
1:09,USC (M),24,Massimo Di Martire,Goal - Natural,4-7,,,USC (M) UCLA (M)
0:54,UCLA (M),7,Rafael Real Vergara,Goal - Natural,4-8,,,USC (M) UCLA (M)
0:30,UCLA (M),3,Eli Liechty,Exclusion,,,,USC (M) UCLA (M)
0:30,USC (M),19,Tony Nardelli,Earned Exclusion,,,,USC (M) UCLA (M)
--:--,USC (M),9,Joshua Waldoch,Missed Shot,,,,USC (M) UCLA (M)
--:--,USC (M),5,Luka Brnetic,Steal,,,,USC (M) UCLA (M)
--:--,UCLA (M),1,Garret Griggs,Block,,,,USC (M) UCLA (M)
--:--,USC (M),,,Sprint (winner),,,,USC (M) UCLA (M)
--:--,USC (M),7.0,Tom McGuire,Missed Shot,,,,USC (M) UCLA (M)
--:--,UCLA (M),1.0,Garret Griggs,Block,,,,USC (M) UCLA (M)
--:--,USC (M),3.0,Evan Ausmus,Missed Shot,,,,USC (M) UCLA (M)
--:--,UCLA (M),11.0,Noah Rowe,Block,,,,USC (M) UCLA (M)
--:--,USC (M),5.0,Luka Brnetic,Steal,,,,USC (M) UCLA (M)
5:57,USC (M),5.0,Luka Brnetic,Goal - Natural,5-8,,,USC (M) UCLA (M)
--:--,USC (M),7.0,Tom McGuire,Assist,,,,USC (M) UCLA (M)
--:--,USC (M),19.0,Tony Nardelli,Steal,,,,USC (M) UCLA (M)
5:22,USC (M),24.0,Massimo Di Martire,Goal - Natural,6-8,,,USC (M) UCLA (M)
--:--,USC (M),3.0,Evan Ausmus,Assist,,,,USC (M) UCLA (M)
5:02,USC (M),5.0,Luka Brnetic,Exclusion,,,,USC (M) UCLA (M)
5:02,UCLA (M),4.0,Marcell Szécsi,Earned Exclusion,,,,USC (M) UCLA (M)
5:01,UCLA (M),,,Time Out - 30 sec,,,,USC (M) UCLA (M)
4:47,UCLA (M),2.0,Frederico Jucá Carsalade,Goal - 6 on 5,6-9,,,USC (M) UCLA (M)
--:--,UCLA (M),13.0,Ben Liechty,Assist,,,,USC (M) UCLA (M)
4:21,UCLA (M),10.0,Jack Larsen,Exclusion,,,,USC (M) UCLA (M)
--:--,USC (M),6.0,Carson Kranz,Missed Shot,,,,USC (M) UCLA (M)
--:--,USC (M),24.0,Massimo Di Martire,Steal,,,,USC (M) UCLA (M)
3:10,UCLA (M),11.0,Noah Rowe,Exclusion,,,,USC (M) UCLA (M)
3:10,USC (M),7.0,Tom McGuire,Earned Exclusion,,,,USC (M) UCLA (M)
3:10,USC (M),,,Time Out - Full,,,,USC (M) UCLA (M)
--:--,UCLA (M),10.0,Jack Larsen,Steal,,,,USC (M) UCLA (M)
--:--,UCLA (M),10.0,Jack Larsen,Missed Shot,,,,USC (M) UCLA (M)
--:--,USC (M),24.0,Massimo Di Martire,Missed Shot,,,,USC (M) UCLA (M)
--:--,UCLA (M),1.0,Garret Griggs,Block,,,,USC (M) UCLA (M)
--:--,UCLA (M),13.0,Ben Liechty,Missed Shot,,,,USC (M) UCLA (M)
--:--,USC (M),1.0,Bernardo Herzer,Block,,,,USC (M) UCLA (M)
--:--,USC (M),6.0,Carson Kranz,Missed Shot,,,,USC (M) UCLA (M)
--:--,UCLA (M),1.0,Garret Griggs,Block,,,,USC (M) UCLA (M)
0:54,USC (M),6.0,Carson Kranz,Goal - Natural,7-9,,,USC (M) UCLA (M)
--:--,USC (M),28.0,Zach Bettino,Assist,,,,USC (M) UCLA (M)
0:34,USC (M),5.0,Luka Brnetic,Exclusion,,,,USC (M) UCLA (M)
0:34,UCLA (M),4.0,Marcell Szécsi,Earned Exclusion,,,,USC (M) UCLA (M)
0:14,UCLA (M),13.0,Ben Liechty,Goal - 6 on 5,7-10,,,USC (M) UCLA (M)
--:--,UCLA (M),4.0,Marcell Szécsi,Assist,,,,USC (M) UCLA (M)
0:06,UCLA (M),13.0,Ben Liechty,Exclusion,,,,USC (M) UCLA (M)
0:06,USC (M),12.0,Max Miller,Earned Exclusion,,,,USC (M) UCLA (M)
--:--,USC (M),24.0,Massimo Di Martire,Missed Shot,,,,USC (M) UCLA (M)
--:--,UCLA (M),2.0,Frederico Jucá Carsalade,Block,,,,USC (M) UCLA (M)
--:--,USC (M),,,Sprint (winner),,,,USC (M) UCLA (M)
--:--,USC (M),5.0,Luka Brnetic,Missed Shot,,,,USC (M) UCLA (M)
--:--,UCLA (M),1.0,Garret Griggs,Block,,,,USC (M) UCLA (M)
7:28,UCLA (M),7.0,Rafael Real Vergara,Exclusion,,,,USC (M) UCLA (M)
7:28,USC (M),7.0,Tom McGuire,Earned Exclusion,,,,USC (M) UCLA (M)
--:--,USC (M),24.0,Massimo Di Martire,Missed Shot,,,,USC (M) UCLA (M)
--:--,USC (M),23.0,Andrej Grgurevic,Steal,,,,USC (M) UCLA (M)
--:--,USC (M),28.0,Zach Bettino,Missed Shot,,,,USC (M) UCLA (M)
6:10,UCLA (M),13.0,Ben Liechty,Goal - Counter,7-11,,,USC (M) UCLA (M)
5:45,USC (M),6.0,Carson Kranz,Goal - Natural,8-11,,,USC (M) UCLA (M)
--:--,USC (M),7.0,Tom McGuire,Assist,,,,USC (M) UCLA (M)
--:--,UCLA (M),7.0,Rafael Real Vergara,Missed Shot,,,,USC (M) UCLA (M)
4:54,USC (M),3.0,Evan Ausmus,Goal - Natural,9-11,,,USC (M) UCLA (M)
--:--,USC (M),7.0,Tom McGuire,Assist,,,,USC (M) UCLA (M)
5:45,UCLA (M),,,Time Out - Full,,,,USC (M) UCLA (M)
4:36,UCLA (M),25.0,Giorgio Alessandria,Goal - Natural,9-12,,,USC (M) UCLA (M)
--:--,UCLA (M),7.0,Rafael Real Vergara,Assist,,,,USC (M) UCLA (M)
4:13,UCLA (M),6.0,Ben Larsen,Exclusion,,,,USC (M) UCLA (M)
4:13,USC (M),12.0,Max Miller,Earned Exclusion,,,,USC (M) UCLA (M)
--:--,USC (M),24.0,Massimo Di Martire,Missed Shot,,,,USC (M) UCLA (M)
--:--,UCLA (M),1.0,Garret Griggs,Block,,,,USC (M) UCLA (M)
--:--,USC (M),23.0,Andrej Grgurevic,Missed Shot,,,,USC (M) UCLA (M)
3:27,UCLA (M),7.0,Rafael Real Vergara,Goal - Natural,9-13,,,USC (M) UCLA (M)
--:--,UCLA (M),2.0,Frederico Jucá Carsalade,Assist,,,,USC (M) UCLA (M)
--:--,USC (M),7.0,Tom McGuire,Missed Shot,,,,USC (M) UCLA (M)
--:--,UCLA (M),1.0,Garret Griggs,Block,,,,USC (M) UCLA (M)
--:--,USC (M),5.0,Luka Brnetic,Missed Shot,,,,USC (M) UCLA (M)
--:--,UCLA (M),2.0,Frederico Jucá Carsalade,Missed Shot,,,,USC (M) UCLA (M)
2:27,USC (M),,,Time Out - Full,,,,USC (M) UCLA (M)
2:15,UCLA (M),13.0,Ben Liechty,Exclusion,,,,USC (M) UCLA (M)
2:15,USC (M),12.0,Max Miller,Earned Exclusion,,,,USC (M) UCLA (M)
--:--,USC (M),12.0,Max Miller,Missed Shot,,,,USC (M) UCLA (M)
1:55,USC (M),6.0,Carson Kranz,Goal - 6 on 5,10-13,,,USC (M) UCLA (M)
--:--,USC (M),7.0,Tom McGuire,Assist,,,,USC (M) UCLA (M)
1:27,UCLA (M),7.0,Rafael Real Vergara,Goal - Natural,10-14,,,USC (M) UCLA (M)
--:--,UCLA (M),10.0,Jack Larsen,Assist,,,,USC (M) UCLA (M)
--:--,UCLA (M),10.0,Jack Larsen,Steal,,,,USC (M) UCLA (M)
--:--,USC (M),6.0,Carson Kranz,Missed Shot,,,,USC (M) UCLA (M)
--:--,UCLA (M),1.0,Garret Griggs,Block,,,,USC (M) UCLA (M)
--:--,UCLA (M),,,Sprint (winner),,,,UCLA (M) UC Irvine (M)
7:36,UC Irvine (M),2.0,Thomas Cass,Exclusion,,,,UCLA (M) UC Irvine (M)
7:36,UCLA (M),4.0,Marcell Szécsi,Earned Exclusion,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),2.0,Frederico Jucá Carsalade,Turnover,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),1.0,Jacob Pyle,Steal,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),17.0,Zachary Baxter,Missed Shot,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),4.0,Marcell Szécsi,Turnover,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),1.0,Jacob Pyle,Steal,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),17.0,Zachary Baxter,Turnover,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),4.0,Marcell Szécsi,Steal,,,,UCLA (M) UC Irvine (M)
5:57,UC Irvine (M),12.0,Jack Stevens,Exclusion,,,,UCLA (M) UC Irvine (M)
5:57,UCLA (M),20.0,Hayden Nightingale,Earned Exclusion,,,,UCLA (M) UC Irvine (M)
5:29,UCLA (M),13.0,Ben Liechty,Goal - Natural,0-1,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),10.0,Jack Larsen,Assist,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),13.0,Johann Thrall,Missed Shot,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),6.0,Ben Larsen,Offensive,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),1.0,Garret Griggs,Steal,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),13.0,Johann Thrall,Turnover,,,,UCLA (M) UC Irvine (M)
4:17,UC Irvine (M),2.0,Thomas Cass,Exclusion,,,,UCLA (M) UC Irvine (M)
4:17,UCLA (M),3.0,Eli Liechty,Earned Exclusion,,,,UCLA (M) UC Irvine (M)
4:01,UCLA (M),11.0,Noah Rowe,Goal - 6 on 5,0-2,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),11.0,Gage Verdegaal,Missed Shot,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),24.0,Vinnie Merk,Block,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),6.0,Ben Larsen,Turnover,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),11.0,Gage Verdegaal,Steal,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),5.0,Jake Liechty,Missed Shot,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),1.0,Garret Griggs,Block,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),3.0,Eli Liechty,Steal,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),1.0,Jacob Pyle,Block,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),24.0,Vinnie Merk,Missed Shot,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),3.0,Eli Liechty,Offensive,,,,UCLA (M) UC Irvine (M)
1:36,UCLA (M),6.0,Ben Larsen,Exclusion,,,,UCLA (M) UC Irvine (M)
1:36,UC Irvine (M),4.0,Tyler Padua,Earned Exclusion,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),6.0,Ethan Shipman,Missed Shot,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),9.0,Gray Carson,Missed Shot,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),5.0,Jake Liechty,Block,,,,UCLA (M) UC Irvine (M)
0:45,UCLA (M),3.0,Eli Liechty,Exclusion,,,,UCLA (M) UC Irvine (M)
0:45,UC Irvine (M),6.0,Ethan Shipman,Earned Exclusion,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),8.0,Dylan Patist,Missed Shot,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),24.0,Vinnie Merk,Turnover,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),9.0,Stewart Campbell,Steal,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),8.0,Dylan Patist,Missed Shot,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),1.0,Garret Griggs,Block,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),,,Sprint (winner),,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),12.0,Jack Stevens,Missed Shot,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),1.0,Garret Griggs,Block,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),13.0,Johann Thrall,Missed Shot,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),2.0,Frederico Jucá Carsalade,Block,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),10.0,Luka Krstic,Missed Shot,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),21.0,Grant Loth,Missed Shot,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),25.0,Giorgio Alessandria,Steal,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),10.0,Luka Krstic,Turnover,,,,UCLA (M) UC Irvine (M)
6:08,UCLA (M),9.0,Gray Carson,Goal - Natural,0-3,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),9.0,Stewart Campbell,Turnover,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),9.0,Gray Carson,Assist,,,,UCLA (M) UC Irvine (M)
5:16,UCLA (M),25.0,Giorgio Alessandria,Goal - Natural,0-4,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),5.0,Jake Liechty,Missed Shot,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),4.0,Marcell Szécsi,Turnover,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),11.0,Gage Verdegaal,Steal,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),11.0,Gage Verdegaal,Missed Shot,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),11.0,Noah Rowe,Missed Shot,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),11.0,Gage Verdegaal,Missed Shot,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),1.0,Garret Griggs,Block,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),4.0,Marcell Szécsi,Missed Shot,,,,UCLA (M) UC Irvine (M)
2:32,UCLA (M),11.0,Noah Rowe,Exclusion,,,,UCLA (M) UC Irvine (M)
2:32,UC Irvine (M),16.0,Tyler Laymon,Earned Exclusion,,,,UCLA (M) UC Irvine (M)
2:30,UC Irvine (M),,,Time Out - Full,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),12.0,Jack Stevens,Missed Shot,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),25.0,Giorgio Alessandria,Block,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),22.0,Makoto Kenney,Missed Shot,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),25.0,Giorgio Alessandria,Steal,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),10.0,Luka Krstic,Turnover,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),22.0,Makoto Kenney,Offensive,,,,UCLA (M) UC Irvine (M)
0:42,UC Irvine (M),18.0,Jasper Dale,Goal - Natural,1-4,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),13.0,Johann Thrall,Assist,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),2.0,Frederico Jucá Carsalade,Turnover,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),18.0,Jasper Dale,Steal,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),5.0,Jake Liechty,Missed Shot,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),1.0,Garret Griggs,Block,,,,UCLA (M) UC Irvine (M)
0:01,UC Irvine (M),12.0,Jack Stevens,Goal - Natural,2-4,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),16.0,Tyler Laymon,Assist,,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),,,Sprint (winner),,,,UCLA (M) UC Irvine (M)
--:--,UCLA (M),21.0,Grant Loth,Missed Shot,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),1.0,Jacob Pyle,Block,,,,UCLA (M) UC Irvine (M)
--:--,UC Irvine (M),2.0,Thomas Cass,Missed Shot,,,,UCLA (M) UC Irvine (M)
